"Date","Invocation","Log"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Qiu Xiaolong\Une enquete du venerable juge Ti (27727)\Une enquete du venerable juge T - Qiu Xiaolong.epub'"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\[87e District] - 50 - La dernière danse - McBain, Ed - Copy.epub' dans 'F:\livres\calibre\ebooks\Raphael Sydney\L'assassin vient de nulle part__ (27933)\L'assassin vient de nulle part_ - Raphael Sydney.epub'"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed - Copy.epub' dans 'F:\livres\calibre\ebooks\Raymond DEVOS\Il n'y a pas de quoi rire (27842)\Il n'y a pas de quoi rire - Raymond DEVOS.epub'"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Riley Sager\Ferme bien la porte (28005)\Ferme bien la porte - Riley Sager.epub'"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Robert Littell\Bronstein dans le Bronx (28469)\Bronstein dans le Bronx - Robert Littell.epub'"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'F:\livres\calibre\ebooks\Robin Watine\Je rouille (28682)\Je rouille - Robin Watine.epub'"
"01/05/2026 19:25:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Romain Sardou\Un homme averti ne vaut rien (27578)\Un homme averti ne vaut rien - Romain Sardou.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Sandro Cassati\David Bowie - Pop Legende (27544)\David Bowie - Pop Legende - Sandro Cassati.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Santiago H. Amigorena\Le Festival de Cannes ou Le Temps (28462)\Le Festival de Cannes ou Le Tem - Santiago H. Amigorena.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed - Copy.epub' dans 'F:\livres\calibre\ebooks\Selim Rauer\Freddie Mercury (27747)\Freddie Mercury - Selim Rauer.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Serge Klarsfeld\La Traque des criminels nazis (27843)\La Traque des criminels nazis - Serge Klarsfeld.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Simone Veil\Pour les generations futures (28463)\Pour les generations futures - Simone Veil.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Sonia Cadet\Un seul etre vous manque (27494)\Un seul etre vous manque - Sonia Cadet.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Soufiane Chakkouche\Zahra (27993)\Zahra - Soufiane Chakkouche.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'F:\livres\calibre\ebooks\Stegner Wallace\L'envers du temps (28731)\L'envers du temps - Stegner Wallace.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Stephanie Chaillou\Un jour d'ete que rien ne distingu (27501)\Un jour d'ete que rien ne disti - Stephanie Chaillou.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Steve Berry\Luke Daniels - 02 - Les Manuscrits (28522)\Luke Daniels - 02 - Les Manuscr - Steve Berry.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\misc\Magie a croquer - Kathryn Littlewood.epub' dans 'F:\livres\calibre\ebooks\Sylvie Brunet\Les proverbes pour les nuls (27860)\Les proverbes pour les nuls - Sylvie Brunet.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Talih Floder\Celui qu'on croyait mort (28440)\Celui qu'on croyait mort - Talih Floder.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Thibaut Giraud\Curiosites philosophiques (27616)\Curiosites philosophiques - Thibaut Giraud.epub'"
"01/05/2026 19:25:13","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5MB.jpg' dans 'F:\livres\calibre\ebooks\Tom Sharpe\Porterhouse (28435)\Porterhouse - Tom Sharpe.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\Cogito_T1_Complet.pdf_122.jpg' dans 'F:\livres\calibre\ebooks\Victor Dixen\Cogito (24082)\Cogito - Victor Dixen.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'F:\livres\calibre\ebooks\Violaine De Charnage\Un conte de neige et de mort T1 _ (28466)\Un conte de neige et de mort T1 - Violaine De Charnage.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Walid Amri\Calcium (27975)\Calcium - Walid Amri.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Whitney Terrell\Le chasseur solitaire (27467)\Le chasseur solitaire - Whitney Terrell.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Yasmina Reza\Serge (28054)\Serge - Yasmina Reza.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Yasmina RHELJARI\Rouge safran (27978)\Rouge safran - Yasmina RHELJARI.epub'"
"01/05/2026 19:25:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\[87e District] - 50 - La dernière danse - McBain, Ed.epub' dans 'F:\livres\calibre\ebooks\Zoe Sagan\Braquage (27999)\Braquage - Zoe Sagan.epub'"
"01/05/2026 19:26:12","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"01/05/2026 19:26:30","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\Cogito_T1_Complet.pdf_99.jpg' dans 'F:\livres\calibre\ebooks\Victor Dixen\Cogito (24082)\Cogito - Victor Dixen.epub'"
"01/05/2026 19:27:31","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"01/05/2026 19:27:50","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\Cogito_T1_Complet.pdf_61.jpg' dans 'F:\livres\calibre\ebooks\Victor Dixen\Cogito (24082)\Cogito - Victor Dixen.epub'"
"02/05/2026 23:03:01","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"02/05/2026 23:04:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB\Images\EPUB 5+MB.jpg' dans 'F:\livres\calibre\ebooks\Alexandre Lamborot\Pature (29332)\Pature - Alexandre Lamborot.epub'"
"02/05/2026 23:04:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\EPUB 5+MB.jpg' dans 'F:\livres\calibre\ebooks\Elise Blanchard\Dans la maison d'un taliban - Le r (29331)\Dans la maison d'un taliban - L - Elise Blanchard.epub'"
"02/05/2026 23:04:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\eva-leigh-chroniques-a-lencre-rouge-t3-sage-mais-pas-trop-bookys.epub' dans 'F:\livres\calibre\ebooks\Gudmundur Andri Thorsson\L'affaire Benedikt Grondal (29329)\L'affaire Benedikt Grondal - Gudmundur Andri Thorsson.epub'"
"02/05/2026 23:04:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'F:\livres\calibre\ebooks\Jean-Victor Blanc\Des amours chimiques_ Le fleau du (29328)\Des amours chimiques_ Le fleau - Jean-Victor Blanc.epub'"
"02/05/2026 23:04:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\Cogito_T1_Complet.pdf_92.jpg' dans 'F:\livres\calibre\ebooks\Victor Dixen\Cogito (24082)\Cogito - Victor Dixen.epub'"
"03/05/2026 12:47:23","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Anne-Sarah+K.+(Mathieu+Simonet).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Dans+la+maison+dun+taliban+Le+récit+inédit+dune+journaliste+au+sein+dune+famille+afghane+pendant+trois+ans+(Elise+Blanchard).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\De+la+chair+à+lextase+(Li+Yu).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Des+amours+chimiques+Le+fléau+du+chemsex+(Jean-Victor+Blanc)+.epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Media\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Désaimer+Manuel+dun+retour+à+la+vie+(Fabienne+Brugère).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\eva-leigh-chroniques-a-lencre-rouge-t3-sage-mais-pas-trop-bookys.epub' dans 'C:\Users\sense\Downloads\Guðmundur_Andri_Thorsson_-_L'affaire_Benedikt_Gröndal.epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.90 MB.jpg' dans 'C:\Users\sense\Downloads\Jean+Teulé+-+Les+lois+de+la+gravité.epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\La+maternité+(Mathieu+Simonet).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+club+des+veuves+qui+aimaient+la+littérature+érotique+(Balli+Kaur+Jaswal+,+Guillaume-Jean+Milan).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Le+premier+mot+(Pierre+Bergounioux).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Lenfant+et+les+brigands+(French+Edition)+(Moscatelli,+Nicolò).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Lhomme+humilié+(Pierre+Vavasseur).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Mon+nom+est+personne+(Mégevand,+Matthieu).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Pâture+(Alexandre+Lamborot).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Pâture+(Alexandre+Lamborot)(1).epub'"
"03/05/2026 12:47:25","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\The+city+&+the+city+-+China+Mieville.epub'"
"03/05/2026 12:47:44","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"03/05/2026 19:34:14","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"03/05/2026 19:34:15","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.50 MB.jpg' dans 'C:\Users\sense\Downloads\Celine.Ghys.2026.Jules.Verne.Et.Le.Secret.De.La.Tour.Eiffel.French.Epub-NoGRP.epub'"
"03/05/2026 19:34:15","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Eliette.Abecassis.2026.Ruptures.French.Epub-NoGRP.epub'"
"03/05/2026 19:34:15","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Le+garçon+doré+(André-François+Ruaud).epub'"
"03/05/2026 19:34:15","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Le+garçon+qui+voyait+des+démons+(Carolyn+Jess-Cooke+).epub'"
"03/05/2026 19:34:20","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"04/05/2026 21:33:45","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"04/05/2026 21:33:47","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Callan.Wink.2026.Les.Braconniers.French.Epub-NoGRP.epub'"
"04/05/2026 21:33:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ernetti+et+l'enigme+de+Jerusalem+-+Portiche,+Roland.epub'"
"04/05/2026 21:33:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\adeline-dieudonne-la-vraie-vie-.epub' dans 'C:\Users\sense\Downloads\le-depeceur-de-cleveland_bookys.epub'"
"04/05/2026 21:33:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\5 MB.jpg' dans 'C:\Users\sense\Downloads\Leila.Slimani.2026.Assaut.Contre.La.Frontiere.French.Epub-NoGRP.epub'"
"04/05/2026 21:33:47","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Roland.Portiche.2026.Les.Enfants.D.Ernetti.French.Epub-NoGRP.epub'"
"06/05/2026 22:30:14","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Dans+les+coulisses+du+Showbiz+(Daniel+Daignault,+Michèle+Lemieux).epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Freida.McFadden2026.L.Intruse.French.Epub-NoGRP.epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\4 MB.jpg' dans 'C:\Users\sense\Downloads\Intrigue+à+Versailles+(Les+enquêtes+de+Pénélope+1)+-.epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Iron+Prince+-+Partie+2+(French+Edition)+(Bryce+O’Connor+Luke+Chmilenko).epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+gardien+invisible+(Dolores+Redondo).epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\LÉtoile+de+la+rédemption+(French+Edition)+(Alexis+Martin).epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Quand+vient+la+sorcière+--+T_+Kingfisher+--+2025+-.epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.10 MB.jpg' dans 'C:\Users\sense\Downloads\SF_Lorusso,Adriana_Ta-Shima_Ta-Shima+-+01+-+Ta-Shima+-+-.epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Tous+leurs+secrets+(John+Marrs).epub'"
"06/05/2026 22:30:16","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Vers+les+jardins+de+Kew+(Benoît+Reiss).epub'"
"06/05/2026 22:30:18","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/05/2026 21:51:09","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Aki.Shimazaki.2026.Mukudori.French.Epub-NoGRP.epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Batards+-+Jean-Baptiste+Hanak.epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Caché+derrière+-+Mémoires+(Laurent+Voulzy).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\DAmour,+P.Q.+(Jacques+Godbout).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Douglas.Kennedy.2026.L.Homme.Qui.N.Avait.Pas.Assez.D.Une.Vie.French.Epub-NoGRP.epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Être+une+hirondelle+Haikus+(Natsume+Soseki).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Haut+Risque+La+Quête+(Vivian+Arend).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Haut+Risque+Sauvetage+(Vivian+Arend).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\La+Couleur+des+sentiments+--+Stockett+Kathryn+--+2010+--+Hérétiques+-.epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+couteau+(Salman+Rushdie).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Les+chats+au+cœur+d’ambre+(Polish+Edition)+(Roy,+Nilanjana).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\New+York+City+Inferno+(Simon+Liberati).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Quand+vient+la+sorcière+--+T_+Kingfisher+--+2025+-(1).epub'"
"07/05/2026 21:51:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Tchernobyl,+la+mémoire+atomisée+(Laurent+Coumel+Tatiana+Kasperski).epub'"
"07/05/2026 21:51:15","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"08/05/2026 19:06:11","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"08/05/2026 19:06:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4 MB.jpg' dans 'C:\Users\sense\Downloads\Matt.Dinniman.2026.Dungeon.Crawler.Carl.T05.La.Mascarade.Du.Boucher.French.Epub-NoGRP.epub'"
"09/05/2026 19:43:39","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Dans+la+forêt+des+ogres+(Louise+Bombardier).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\J’étais+esclave+aux+États-Unis+(Frederick+Douglass).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Journal+dun+vieux+dégueulasse+(Charles+Bukowski).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\L’Abécédaire+de+Jean-François+Revel+(Jean-François+Revel).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+sanctuaire+des+crabes+(J.+L.+Blanchard).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Le+violon+de+l'ennemi+(Bao+Ninh).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Tracts+(N°75)+-+Plaidoirie+sur+le+délit+dhospitalité+(Alexandre+Grothendieck).epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\la-discipline-un-jeu-d-enfant_bookys.epub' dans 'C:\Users\sense\Downloads\vamos_bookys.epub'"
"09/05/2026 19:43:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'images\EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Wonderland+(Piersanti+Gilda).epub'"
"09/05/2026 19:43:44","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"09/05/2026 19:43:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\Sanctuaire_epub.jpg' dans 'C:\Users\sense\Downloads\Le+sanctuaire+des+crabes+(J.+L.+Blanchard).epub'"
"12/05/2026 19:35:22","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Dans+le+désert+du+Nevada+(Gabriel+Urza).epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Female+Rage+La+revanche+des+hystériques+dans+la+pop+culture+(Marion+Olité).epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Histoire+de+l’Homosexualité+Féminine,+L’+-+Louise-Marie+Libert.epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+cercle+de+Thor+(Manfred+Kahn).epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+KGB+à+Tchernobyl+(Galia+Ackerman).epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5MB.jpg' dans 'C:\Users\sense\Downloads\Lélégance+du+hérisson+(Muriel+Barbery).epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Nous,+humains+(Joanne+Morency).epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.10 MB.jpg' dans 'C:\Users\sense\Downloads\Patricia.Delahaie.2026.La.Place.Du.Chat.French.Epub-NoGRP.epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Rain-City+Tome+1,+La+cité+des+larmes+-+Maignan,+Christophe.epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Sawako.Natori.2026.Un.Ete.Aux.Bulles.De.Soda.French.Epub-NoGRP.epub'"
"12/05/2026 19:35:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4 MB.jpg' dans 'C:\Users\sense\Downloads\Une.autre.histoire.du.crime.De.la.prehistoire.a.nos.jours.document.recits.criminalite.Alain.Bauer.2026.FR-BOUBA.epub'"
"12/05/2026 19:35:27","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
